id,description,amount,category,merchant,carbon_kg,date,confidence
4508,Shell Gas Station #9596,192.73,Transportation,Shell Gas Station,155.98,2024-11-26,0.8233047629753013
4509,Whole Foods #3456,109.81,Food,Whole Foods,33.17,2025-05-01,0.7963516965360591
4510,Safeway #6501 NY,140.31,Food,Safeway,47.84,2025-06-20,0.9858786568353652
4511,AMC Theaters #5144 CA,20.73,Entertainment,AMC Theaters,1.95,2024-12-04,0.9541415084374469
4512,Duke Energy #3353,61.34,Energy,Duke Energy,27.23,2025-02-12,0.8540159126639777
4513,Whole Foods #3589,74.64,Food,Whole Foods,18.21,2024-11-28,0.9287276606327256
4514,Chevron #7140 CA,115.62,Transportation,Chevron,105.22,2024-10-08,0.8028187107819407
4515,ConEd Utility #2475,190.61,Energy,ConEd Utility,79.02,2024-12-21,0.7259200948740013
4516,ConEd Utility #5866,264.85,Energy,ConEd Utility,87.51,2025-01-27,0.9354935691523312
4517,Spotify #2638 NY,44.69,Entertainment,Spotify,4.66,2024-10-21,0.7546527130702089
4518,Chevron #7481,193.42,Transportation,Chevron,143.02,2024-08-18,0.9225397445053019
4519,Chevron #4307,119.54,Transportation,Chevron,111.74,2024-07-28,0.8161379259695986
4520,Safeway #6063 CA,19.0,Food,Safeway,6.52,2025-05-20,0.8005591486883743
4521,Subway #5148,94.17,Food,Subway,32.39,2025-02-25,0.8991923052634632
4522,Spotify #1490,93.05,Entertainment,Spotify,8.6,2024-10-31,0.9538179818701225
4523,Netflix #8056,79.39,Entertainment,Netflix,9.1,2025-04-20,0.788082852042833
4524,Netflix #8788,67.84,Entertainment,Netflix,7.57,2024-10-28,0.8940445352293107
4525,Shell Gas Station #6439 NY,172.86,Transportation,Shell Gas Station,151.85,2024-06-22,0.8434811350397862
4526,Safeway #3653,112.48,Food,Safeway,39.58,2024-12-29,0.9034126016316121
4527,Target #8058,215.99,Shopping,Target,45.41,2025-05-26,0.7210301015044649
4528,ConEd Utility #4754,137.89,Energy,ConEd Utility,45.74,2024-09-21,0.7118341735375928
4529,Chevron #8964,29.85,Transportation,Chevron,20.0,2024-08-03,0.7677881185405243
4530,AMC Theaters #2398,10.25,Entertainment,AMC Theaters,1.15,2025-06-16,0.7752828229467627
4531,AMC Theaters #1263,26.82,Entertainment,AMC Theaters,2.41,2025-06-15,0.703189876436718
4532,Delta Airlines #7619,179.4,Transportation,Delta Airlines,124.86,2024-10-08,0.9429730595806711
4533,McDonalds #7517,42.43,Food,McDonalds,12.65,2024-08-07,0.926349821987267
4534,Amazon #6210,68.79,Shopping,Amazon,14.31,2025-03-09,0.8626993182096125
4535,Subway #4164,75.07,Food,Subway,25.22,2024-09-25,0.9306838249203792
4536,Amazon #1249,395.08,Shopping,Amazon,88.45,2025-01-06,0.7452756286047417
4537,Netflix #8804,75.41,Entertainment,Netflix,6.42,2024-07-20,0.9608055264527536
4538,AMC Theaters #8410,81.06,Entertainment,AMC Theaters,8.37,2024-07-13,0.931948993331777
4539,Whole Foods #2159 NY,92.03,Food,Whole Foods,30.81,2025-02-28,0.9316147319522509
4540,Amazon #4233,49.71,Shopping,Amazon,9.66,2025-03-15,0.8538969791519956
4541,Target #5507 NY,474.47,Shopping,Target,109.23,2024-08-14,0.9015306679841126
4542,Spotify #3997,32.34,Entertainment,Spotify,2.82,2025-05-16,0.8113225571757589
4543,Netflix #7213,18.98,Entertainment,Netflix,2.27,2024-11-17,0.7382476379743311
4544,Apple Store #6513,446.73,Shopping,Apple Store,105.91,2024-07-24,0.9297166623788427
4545,Delta Airlines #8394,122.29,Transportation,Delta Airlines,117.08,2025-03-21,0.8610906118718389
4546,AMC Theaters #3178,25.83,Entertainment,AMC Theaters,2.29,2024-07-23,0.9098101695561562
4547,Apple Store #1476 CA,265.62,Shopping,Apple Store,49.03,2024-10-08,0.9999304754309993
4548,Spotify #4752 NY,37.96,Entertainment,Spotify,4.21,2024-11-18,0.8274905683356146
4549,Netflix #9032,46.19,Entertainment,Netflix,3.89,2024-08-04,0.7038955120399765
4550,Starbucks #1124 NY,24.13,Food,Starbucks,8.55,2025-01-04,0.8271085380632365
4551,Netflix #7991,46.62,Entertainment,Netflix,5.16,2024-06-28,0.8793519821940567
4552,Uber #2053,35.93,Transportation,Uber,28.75,2025-06-06,0.8617933084551719
4553,Netflix #7491 NY,61.73,Entertainment,Netflix,5.29,2025-05-31,0.9774581899856145
4554,Netflix #9609,54.92,Entertainment,Netflix,5.17,2025-05-09,0.789649528243087
4555,ConEd Utility #5138,127.72,Energy,ConEd Utility,52.13,2025-01-27,0.9060457135751352
4556,Shell Gas Station #5773,129.33,Transportation,Shell Gas Station,105.46,2025-03-27,0.9746094372912428
4557,Spotify #5311,75.8,Entertainment,Spotify,7.0,2024-08-09,0.8465949063784821
4558,Duke Energy #3631,100.5,Energy,Duke Energy,35.68,2025-04-28,0.9538718060727438
4559,Lyft #3566,172.09,Transportation,Lyft,122.1,2024-08-05,0.998839901798023
4560,AMC Theaters #9952,95.53,Entertainment,AMC Theaters,10.69,2025-03-13,0.7033712431717152
4561,Spotify #4577,78.74,Entertainment,Spotify,8.7,2025-06-04,0.7362684924790868
4562,Apple Store #5039 CA,42.86,Shopping,Apple Store,8.28,2024-06-27,0.9539164080359896
4563,Delta Airlines #8131,42.64,Transportation,Delta Airlines,31.09,2025-02-02,0.8468463667509504
4564,Chevron #3133,166.95,Transportation,Chevron,112.12,2025-03-21,0.8676809115520199
4565,PG&E Electric #2559 TX,84.64,Energy,PG&E Electric,37.43,2025-03-29,0.7721820886899858
4566,ConEd Utility #3317,134.29,Energy,ConEd Utility,43.34,2025-06-04,0.8086223140335894
4567,ConEd Utility #3696,96.19,Energy,ConEd Utility,44.25,2025-06-14,0.8224336724825025
4568,Netflix #4558,92.22,Entertainment,Netflix,9.25,2024-07-25,0.7216136623661371
4569,Chevron #4684,26.75,Transportation,Chevron,20.97,2024-10-18,0.7264311002782762
4570,Best Buy #4852 CA,239.54,Shopping,Best Buy,53.07,2024-11-10,0.9125167803572514
4571,Subway #2093,143.04,Food,Subway,43.79,2024-11-19,0.8108558172070066
4572,Netflix #8383,72.66,Entertainment,Netflix,7.53,2025-03-08,0.867880041018029
4573,Spotify #9235,84.43,Entertainment,Spotify,8.57,2024-12-19,0.9378809661217069
4574,Spotify #3443 NY,98.06,Entertainment,Spotify,11.63,2024-10-27,0.7894278903959884
4575,Netflix #8538,27.27,Entertainment,Netflix,2.65,2024-11-12,0.8093727828708753
4576,Shell Gas Station #1133,150.09,Transportation,Shell Gas Station,101.3,2025-05-31,0.9836303750934561
4577,Chevron #5321,83.92,Transportation,Chevron,67.9,2025-04-28,0.7410116859560839
4578,Duke Energy #1045 TX,108.91,Energy,Duke Energy,48.77,2025-05-12,0.9629639383509285
4579,PG&E Electric #9391 CA,285.23,Energy,PG&E Electric,107.75,2025-05-24,0.9802261749068417
4580,Uber #1289 TX,147.65,Transportation,Uber,112.71,2025-02-13,0.8020084256626543
4581,Starbucks #9212 TX,55.67,Food,Starbucks,17.42,2024-08-18,0.7982825925077108
4582,Chevron #4766,137.02,Transportation,Chevron,119.24,2025-03-22,0.9394066707896307
4583,AMC Theaters #9097,17.11,Entertainment,AMC Theaters,1.72,2024-06-22,0.9176195522879674
4584,PG&E Electric #7773 NY,86.33,Energy,PG&E Electric,35.16,2024-10-31,0.9584526016764365
4585,Netflix #9211,93.78,Entertainment,Netflix,7.84,2024-09-14,0.9330617350547896
4586,Uber #9723,150.72,Transportation,Uber,124.17,2025-05-23,0.9175413715079124
4587,Delta Airlines #5286 CA,89.08,Transportation,Delta Airlines,71.15,2024-12-11,0.9640018355633704
4588,Chevron #3583,47.66,Transportation,Chevron,32.15,2025-05-08,0.7632139091290578
4589,Safeway #6451,66.83,Food,Safeway,23.75,2024-07-17,0.9025603022902883
4590,Netflix #5034,86.72,Entertainment,Netflix,8.16,2025-06-20,0.7663697259244303
4591,Starbucks #1701,117.35,Food,Starbucks,38.64,2024-09-18,0.9355389571124076
4592,Whole Foods #5543,136.69,Food,Whole Foods,38.47,2024-12-22,0.8810219603285822
4593,Spotify #2731,71.06,Entertainment,Spotify,7.82,2024-08-09,0.7528380734936586
4594,Whole Foods #2258,120.66,Food,Whole Foods,29.65,2025-04-17,0.808544588104898
4595,McDonalds #6860,112.05,Food,McDonalds,31.89,2024-12-03,0.9266217240693919
4596,Spotify #4006,96.55,Entertainment,Spotify,9.86,2025-01-08,0.8599293421914507
4597,Whole Foods #8100 TX,54.82,Food,Whole Foods,16.77,2025-05-29,0.9183787780155428
4598,Amazon #3903,192.0,Shopping,Amazon,34.35,2024-10-11,0.9255521372657195
4599,Shell Gas Station #2636 CA,157.0,Transportation,Shell Gas Station,148.25,2024-11-12,0.8682152687081743
4600,Target #3247 TX,136.79,Shopping,Target,26.65,2024-11-27,0.8245606598782766
4601,Amazon #7726,474.27,Shopping,Amazon,85.01,2025-03-31,0.9304586572515567
4602,Duke Energy #8008,266.26,Energy,Duke Energy,122.19,2024-10-07,0.9862874020523715
4603,Duke Energy #4744 NY,227.27,Energy,Duke Energy,90.86,2024-08-07,0.7203042069309341
4604,McDonalds #7691,79.65,Food,McDonalds,23.39,2024-08-03,0.9299014845917537
4605,Uber #5238,22.82,Transportation,Uber,19.09,2025-04-20,0.9218973453518985
4606,Uber #6684 TX,155.85,Transportation,Uber,118.06,2024-12-07,0.8808492600264035
4607,Whole Foods #9587,89.55,Food,Whole Foods,22.69,2025-03-18,0.8645762171901041
4608,Amazon #3481 CA,43.35,Shopping,Amazon,8.32,2024-11-01,0.7469016840107918
4609,Duke Energy #9621,84.5,Energy,Duke Energy,29.3,2024-10-09,0.9073926418402258
4610,Spotify #9769,61.33,Entertainment,Spotify,6.57,2024-11-14,0.9435691476744064
4611,Apple Store #5533 CA,16.55,Shopping,Apple Store,3.87,2025-02-21,0.8723547974826903
4612,Apple Store #8268 NY,286.47,Shopping,Apple Store,58.79,2025-02-10,0.72650801009253
4613,Subway #8744,113.66,Food,Subway,35.85,2024-10-29,0.7569677550456353
4614,Netflix #2953 CA,68.04,Entertainment,Netflix,6.96,2024-10-05,0.9446767664602127
4615,Duke Energy #5876 CA,98.15,Energy,Duke Energy,35.2,2024-12-01,0.9951525191468209
4616,Duke Energy #1926,228.26,Energy,Duke Energy,78.09,2025-05-25,0.7982034014097572
4617,Spotify #9960 NY,91.2,Entertainment,Spotify,9.92,2024-11-20,0.7611544472402758
4618,Safeway #8286,123.92,Food,Safeway,33.44,2024-11-18,0.8185644729843168
4619,Lyft #3663,169.56,Transportation,Lyft,123.38,2025-03-16,0.8832077781988301
4620,Starbucks #6192,121.75,Food,Starbucks,42.49,2024-09-11,0.939655351600347
4621,ConEd Utility #4437,167.25,Energy,ConEd Utility,76.12,2024-11-26,0.8037025082472133
4622,Starbucks #7330,107.66,Food,Starbucks,34.5,2025-06-05,0.8779517941729806
4623,Chevron #9874,117.16,Transportation,Chevron,89.95,2025-06-14,0.7065330837463234
4624,Netflix #7352,95.23,Entertainment,Netflix,8.45,2025-02-02,0.7330132534562662
4625,Safeway #5764,100.4,Food,Safeway,29.26,2024-12-21,0.7118590523509298
4626,Lyft #6541 CA,123.84,Transportation,Lyft,98.89,2024-08-24,0.9425978094982266
4627,Chevron #3937,83.06,Transportation,Chevron,76.09,2024-09-07,0.8209391206302297
4628,Spotify #3319 NY,94.79,Entertainment,Spotify,8.86,2025-01-13,0.7728222767686874
4629,Lyft #9942 CA,106.61,Transportation,Lyft,98.67,2024-08-19,0.9697097814731888
4630,Lyft #2602,48.25,Transportation,Lyft,39.16,2025-03-03,0.9294637791285867
4631,Best Buy #3716,99.39,Shopping,Best Buy,21.38,2024-08-09,0.8297416628554145
4632,Spotify #1270 CA,33.72,Entertainment,Spotify,2.81,2025-03-08,0.7768450394302854
4633,AMC Theaters #3579,49.83,Entertainment,AMC Theaters,4.32,2024-08-25,0.8233295291386562
4634,Uber #5268,76.46,Transportation,Uber,57.4,2024-12-17,0.8869161329788166
4635,Target #5235,161.34,Shopping,Target,35.37,2025-05-01,0.9038125307414806
4636,Uber #1486,173.2,Transportation,Uber,153.0,2024-11-16,0.9406415139738816
4637,PG&E Electric #7468,110.93,Energy,PG&E Electric,46.91,2025-06-05,0.8090797705663475
4638,Apple Store #5538,66.62,Shopping,Apple Store,12.05,2025-01-23,0.8944549851743655
4639,Uber #7611,103.8,Transportation,Uber,93.5,2024-09-30,0.9218781119272302
4640,Safeway #1005 NY,52.44,Food,Safeway,17.68,2024-07-27,0.7822827714015834
4641,Uber #4114,162.01,Transportation,Uber,137.21,2025-03-02,0.7764208535555641
4642,Target #3626 NY,379.9,Shopping,Target,63.73,2025-03-12,0.9591987332574649
4643,Shell Gas Station #5126 NY,73.9,Transportation,Shell Gas Station,70.29,2024-09-02,0.7943523645475025
4644,ConEd Utility #9833,282.05,Energy,ConEd Utility,110.37,2025-06-09,0.8175136747245744
4645,PG&E Electric #6139,81.56,Energy,PG&E Electric,31.35,2025-03-16,0.9219216202250842
4646,Whole Foods #9652 NY,60.21,Food,Whole Foods,19.48,2025-01-12,0.8902401837093881
4647,AMC Theaters #7896 CA,18.56,Entertainment,AMC Theaters,1.96,2024-12-16,0.8477157533323518
4648,Apple Store #2078 CA,363.84,Shopping,Apple Store,80.76,2024-07-16,0.8883962215151546
4649,ConEd Utility #3413,121.34,Energy,ConEd Utility,41.72,2025-06-08,0.7008939657408417
4650,McDonalds #4293,20.35,Food,McDonalds,5.23,2024-11-20,0.7227842277454005
4651,Best Buy #5722,493.58,Shopping,Best Buy,85.8,2024-09-01,0.703453632455481
4652,Netflix #6467 NY,19.59,Entertainment,Netflix,1.97,2024-12-18,0.7795153584548115
4653,Spotify #4786 CA,69.12,Entertainment,Spotify,6.35,2025-03-14,0.7419954003285729
4654,Starbucks #7346,32.73,Food,Starbucks,8.47,2025-02-20,0.8145647680353001
4655,Amazon #6700,50.53,Shopping,Amazon,11.18,2025-02-23,0.807456068245252
4656,Delta Airlines #4564 CA,185.36,Transportation,Delta Airlines,170.72,2024-12-31,0.9934202409513793
4657,Best Buy #8412,361.37,Shopping,Best Buy,81.61,2024-09-20,0.8797982157470594
4658,ConEd Utility #3648 CA,53.46,Energy,ConEd Utility,24.6,2024-08-04,0.9909271036364165
4659,Netflix #4934 NY,74.34,Entertainment,Netflix,6.95,2024-07-05,0.8011560851120075
4660,Spotify #8951 CA,78.46,Entertainment,Spotify,8.7,2024-11-05,0.8341902262902008
4661,Target #6862,473.7,Shopping,Target,83.8,2024-07-07,0.986554619221216
4662,Uber #7631,104.9,Transportation,Uber,68.91,2025-03-07,0.8393404634811322
4663,AMC Theaters #1768 NY,69.2,Entertainment,AMC Theaters,7.8,2025-04-25,0.9292473925958911
4664,Safeway #1967,83.21,Food,Safeway,25.29,2024-08-24,0.9662031524784374
4665,Amazon #3091,291.88,Shopping,Amazon,69.96,2024-07-03,0.8013267293040739
4666,Delta Airlines #3146,161.51,Transportation,Delta Airlines,149.9,2025-04-27,0.7990388318894077
4667,Netflix #5922,86.79,Entertainment,Netflix,9.18,2025-02-14,0.9948659993837713
4668,Spotify #1199,58.78,Entertainment,Spotify,6.53,2025-06-21,0.8204534373987624
4669,Starbucks #5700,101.96,Food,Starbucks,33.4,2025-06-05,0.7798698782310606
4670,Safeway #2376 CA,72.94,Food,Safeway,24.07,2024-09-30,0.8463879374790638
4671,Starbucks #8507 NY,20.58,Food,Starbucks,5.82,2025-04-02,0.8221906955924388
4672,Best Buy #4819 NY,301.87,Shopping,Best Buy,61.93,2025-05-18,0.9267739294986759
4673,AMC Theaters #5533,25.66,Entertainment,AMC Theaters,2.44,2024-09-27,0.903655403208384
4674,Chevron #4656,90.83,Transportation,Chevron,84.17,2024-12-21,0.9273131065575714
4675,Netflix #4265 NY,10.08,Entertainment,Netflix,1.01,2024-12-31,0.8624000714439213
4676,Amazon #4384,115.39,Shopping,Amazon,21.36,2025-06-13,0.842727717132035
4677,ConEd Utility #8397,128.93,Energy,ConEd Utility,58.14,2024-09-18,0.9481476065951668
4678,Chevron #8517 CA,52.57,Transportation,Chevron,38.99,2024-07-21,0.8289162891990252
4679,Apple Store #3579,338.58,Shopping,Apple Store,58.65,2025-03-05,0.8508361883245179
4680,Netflix #5145 NY,27.86,Entertainment,Netflix,3.22,2024-08-01,0.8535528616461066
4681,Chevron #2325,196.58,Transportation,Chevron,126.31,2025-05-03,0.9959318198249945
4682,Uber #3835 CA,77.65,Transportation,Uber,68.52,2025-05-30,0.9291472828416281
4683,Best Buy #6220,260.38,Shopping,Best Buy,58.4,2025-04-12,0.9859743297101394
4684,Shell Gas Station #3999,24.46,Transportation,Shell Gas Station,19.54,2025-01-21,0.7992478529898394
4685,Best Buy #9445,69.06,Shopping,Best Buy,13.13,2024-07-15,0.7781896138962934
4686,Lyft #7404,41.44,Transportation,Lyft,29.8,2025-04-06,0.7011932040372161
4687,Best Buy #5265,411.97,Shopping,Best Buy,73.98,2024-07-27,0.9038987880598536
4688,ConEd Utility #3569,151.7,Energy,ConEd Utility,72.34,2025-01-18,0.9986897197097777
4689,Target #7815,114.91,Shopping,Target,22.62,2024-11-01,0.7733941664823283
4690,Uber #6536 CA,195.99,Transportation,Uber,153.02,2024-07-22,0.9967883486110793
4691,Spotify #8741 NY,66.99,Entertainment,Spotify,5.89,2025-04-20,0.8567402806453864
4692,ConEd Utility #6644 TX,106.54,Energy,ConEd Utility,48.37,2024-09-04,0.8359523976980957
4693,AMC Theaters #9207 NY,75.82,Entertainment,AMC Theaters,6.4,2024-07-05,0.8280629079546155
4694,Apple Store #8484,58.53,Shopping,Apple Store,10.91,2025-04-28,0.7547975905305243
4695,Starbucks #3326 TX,42.1,Food,Starbucks,13.57,2024-08-23,0.9709737032821655
4696,Subway #8065 TX,137.22,Food,Subway,41.1,2024-07-25,0.9817327018078473
4697,McDonalds #4620,20.47,Food,McDonalds,5.29,2024-07-25,0.9367581546607481
4698,Apple Store #6118 TX,208.17,Shopping,Apple Store,33.87,2024-10-29,0.9487568527559261
4699,AMC Theaters #9364,12.89,Entertainment,AMC Theaters,1.08,2024-06-29,0.9245129678378023
4700,Target #4812,379.66,Shopping,Target,89.33,2024-08-26,0.7588130234794515
4701,Apple Store #2947,143.97,Shopping,Apple Store,30.28,2024-08-24,0.9688343385118562
4702,Apple Store #9159,84.11,Shopping,Apple Store,14.98,2025-05-15,0.9277079467756539
4703,Spotify #8128 NY,58.86,Entertainment,Spotify,5.29,2024-10-07,0.9408085356119782
4704,Duke Energy #6541,244.16,Energy,Duke Energy,95.16,2025-03-04,0.8388175816803358
4705,Target #9379 CA,127.21,Shopping,Target,26.08,2025-05-20,0.8554192098053024
4706,Lyft #9148,76.65,Transportation,Lyft,64.89,2025-01-09,0.8036440004434943
4707,Apple Store #5547,72.8,Shopping,Apple Store,12.42,2025-01-17,0.8917076405269699
4708,Best Buy #6621,486.06,Shopping,Best Buy,90.75,2025-04-11,0.9760354370893409
4709,Delta Airlines #2596,171.97,Transportation,Delta Airlines,141.33,2024-09-11,0.967591143689917
4710,Apple Store #9759,486.42,Shopping,Apple Store,98.17,2024-10-08,0.8112302783203249
4711,Amazon #9015,11.42,Shopping,Amazon,2.26,2024-12-15,0.8962631091315127
4712,Target #3427,87.87,Shopping,Target,17.25,2024-08-04,0.9912302448841352
4713,Best Buy #4572,144.01,Shopping,Best Buy,31.55,2025-01-18,0.9570745458034018
4714,Best Buy #4505,138.23,Shopping,Best Buy,24.38,2024-10-17,0.8828178940849453
4715,Spotify #3377 TX,23.87,Entertainment,Spotify,2.37,2025-05-07,0.7197875349568417
4716,Netflix #7318,89.36,Entertainment,Netflix,7.69,2024-08-06,0.7993501919809083
4717,PG&E Electric #1852 TX,151.9,Energy,PG&E Electric,56.95,2024-07-08,0.8262366986227389
4718,ConEd Utility #2276,296.45,Energy,ConEd Utility,124.16,2025-01-31,0.7180503052712662
4719,Starbucks #1239,104.73,Food,Starbucks,31.13,2024-11-08,0.7860169319586647
4720,Best Buy #3905 TX,442.7,Shopping,Best Buy,89.38,2024-12-06,0.9323971590208726
4721,Apple Store #1846,279.92,Shopping,Apple Store,49.09,2024-10-11,0.7924550895558703
4722,Chevron #9433,177.36,Transportation,Chevron,116.51,2025-05-10,0.8148158396905357
4723,Target #5106,33.83,Shopping,Target,6.97,2025-03-07,0.9942877136604121
4724,ConEd Utility #8429,191.36,Energy,ConEd Utility,78.73,2025-06-13,0.9313138218934373
4725,ConEd Utility #9088 CA,50.5,Energy,ConEd Utility,17.13,2024-11-02,0.8631434637885408
4726,Safeway #2594,21.35,Food,Safeway,6.81,2024-09-13,0.8379559206829679
4727,Shell Gas Station #5963,183.94,Transportation,Shell Gas Station,138.78,2024-09-05,0.9703688032854696
4728,ConEd Utility #9886,214.56,Energy,ConEd Utility,74.18,2024-09-18,0.9371777643013243
4729,Starbucks #8889 CA,75.71,Food,Starbucks,18.37,2024-06-30,0.99067007979938
4730,Shell Gas Station #3755,170.86,Transportation,Shell Gas Station,132.39,2025-05-29,0.7626979925813259
4731,Starbucks #6787,125.76,Food,Starbucks,36.84,2025-04-09,0.7224507059617145
4732,Netflix #3449 CA,37.17,Entertainment,Netflix,3.82,2025-06-11,0.9156860526171829
4733,AMC Theaters #8504,90.01,Entertainment,AMC Theaters,9.38,2025-03-08,0.7702706711914189
4734,Subway #5275,83.86,Food,Subway,22.02,2025-05-06,0.7970602051540374
4735,AMC Theaters #7787 NY,8.07,Entertainment,AMC Theaters,0.69,2024-09-22,0.9137432010210171
4736,Delta Airlines #9663,81.81,Transportation,Delta Airlines,75.46,2025-03-02,0.838006872367657
4737,Duke Energy #1642,268.31,Energy,Duke Energy,117.51,2024-11-28,0.7292052274806274
4738,Subway #9022,83.68,Food,Subway,23.21,2024-11-12,0.95208529643995
4739,Netflix #7120,57.16,Entertainment,Netflix,4.82,2025-01-22,0.704019646616468
4740,Chevron #5498,155.47,Transportation,Chevron,118.93,2024-12-17,0.8701898611596739
4741,Duke Energy #7074 CA,124.21,Energy,Duke Energy,47.14,2024-11-17,0.9321935163079967
4742,PG&E Electric #4233,82.21,Energy,PG&E Electric,36.02,2025-01-06,0.9743824481073562
4743,Apple Store #3910,29.5,Shopping,Apple Store,6.64,2024-10-04,0.8386228077121191
4744,Whole Foods #3341,118.05,Food,Whole Foods,35.47,2024-11-01,0.9543952152601072
4745,Subway #2440 NY,89.44,Food,Subway,26.94,2025-05-01,0.9862327434856157
4746,PG&E Electric #4054,247.67,Energy,PG&E Electric,95.11,2024-07-06,0.7844614277896196
4747,Whole Foods #2561 TX,135.35,Food,Whole Foods,42.05,2025-06-04,0.9603858605596619
4748,Best Buy #7352,268.78,Shopping,Best Buy,56.36,2024-07-26,0.8602364982047015
